"tra_num_decil","rub_id_rubro","tra_mto_tramo_min","tra_mto_tramo_max"
1,299,20.000,26.000
2,299,26.000,35.000
3,299,35.000,45.000
4,299,45.000,61.000
5,299,61.000,66.000
6,299,66.000,88.000
7,299,88.000,116.000
8,299,116.000,242.000
9,299,242.000,928.000
0,302,1.000,4.000
1,302,4.000,5.000
2,302,5.000,7.000
3,302,7.000,8.000
4,302,8.000,10.000
5,302,10.000,12.000
6,302,12.000,13.000
7,302,13.000,16.000
8,302,16.000,22.000
9,302,22.000,230.000
0,303,1.000,6.000
1,303,6.000,7.000
2,303,7.000,9.000
3,303,9.000,10.000
4,303,10.000,12.000
5,303,12.000,14.000
6,303,14.000,18.000
7,303,18.000,22.000
8,303,22.000,29.000
9,303,29.000,353.000
0,304,2.000,9.000
1,304,9.000,13.000
2,304,13.000,19.000
3,304,19.000,23.000
4,304,23.000,28.000
5,304,28.000,33.000
6,304,33.000,42.000
7,304,42.000,54.000
8,304,54.000,69.000
9,304,69.000,183.000
0,306,0,2.000
1,306,2.000,3.000
2,306,3.000,4.000
3,306,4.000,5.000
4,306,5.000,7.000
5,306,7.000,8.000
6,306,8.000,9.000
7,306,9.000,12.000
8,306,12.000,17.000
9,306,17.000,270.000
0,308,0,12.000
1,308,12.000,20.000
2,308,20.000,29.000
3,308,29.000,39.000
4,308,39.000,46.000
5,308,46.000,62.000
6,308,62.000,89.000
7,308,89.000,139.000
8,308,139.000,299.000
9,308,299.000,900.000
0,310,1.000,7.000
1,310,7.000,8.000
2,310,8.000,8.000
3,310,8.000,9.000
4,310,9.000,9.000
5,310,9.000,9.000
6,310,9.000,10.000
7,310,10.000,10.000
8,310,10.000,11.000
9,310,11.000,14.000
0,311,4.000,10.000
1,311,10.000,17.000
2,311,17.000,28.000
3,311,28.000,39.000
4,311,39.000,51.000
5,311,51.000,69.000
6,311,69.000,82.000
7,311,82.000,89.000
8,311,89.000,104.000
9,311,104.000,134.000
0,312,2.000,5.000
1,312,5.000,6.000
2,312,6.000,7.000
3,312,7.000,8.000
4,312,8.000,9.000
5,312,9.000,9.000
6,312,9.000,11.000
7,312,11.000,15.000
8,312,15.000,26.000
9,312,26.000,115.000
0,313,1.000,2.000
1,313,2.000,4.000
2,313,4.000,4.000
3,313,4.000,5.000
4,313,5.000,7.000
5,313,7.000,9.000
6,313,9.000,11.000
7,313,11.000,14.000
8,313,14.000,21.000
9,313,21.000,217.000
0,314,0,4.000
1,314,4.000,5.000
2,314,5.000,6.000
3,314,6.000,10.000
4,314,10.000,12.000
5,314,12.000,19.000
6,314,19.000,29.000
7,314,29.000,35.000
8,314,35.000,45.000
9,314,45.000,450.000
0,315,4.000,16.000
1,315,16.000,56.000
2,315,56.000,84.000
3,315,84.000,91.000
4,315,91.000,97.000
5,315,97.000,108.000
6,315,108.000,117.000
7,315,117.000,130.000
8,315,130.000,160.000
9,315,160.000,787.000
0,316,1.000,2.000
1,316,2.000,3.000
2,316,3.000,3.000
3,316,3.000,3.000
4,316,3.000,4.000
5,316,4.000,4.000
6,316,4.000,5.000
7,316,5.000,6.000
8,316,6.000,9.000
9,316,9.000,18.000
0,317,14.000,14.000
5,317,14.000,20.000
0,318,3.000,8.000
1,318,8.000,9.000
2,318,9.000,10.000
3,318,10.000,11.000
4,318,11.000,11.000
5,318,11.000,12.000
6,318,12.000,13.000
7,318,13.000,15.000
8,318,15.000,17.000
9,318,17.000,34.000
0,320,1.000,6.000
1,320,6.000,9.000
2,320,9.000,11.000
3,320,11.000,14.000
4,320,14.000,17.000
5,320,17.000,21.000
6,320,21.000,25.000
7,320,25.000,31.000
8,320,31.000,42.000
9,320,42.000,1.071.000
0,321,1.071.000,14.000
1,321,14.000,19.000
2,321,19.000,23.000
3,321,23.000,27.000
4,321,27.000,31.000
5,321,31.000,35.000
6,321,35.000,43.000
7,321,43.000,57.000
8,321,57.000,75.000
9,321,75.000,423.000
0,322,2.000,4.000
1,322,4.000,6.000
2,322,6.000,9.000
3,322,9.000,12.000
4,322,12.000,28.000
5,322,28.000,42.000
6,322,42.000,47.000
7,322,47.000,71.000
8,322,71.000,99.000
9,322,99.000,289.000
0,324,1.000,2.000
1,324,2.000,4.000
2,324,4.000,5.000
3,324,5.000,7.000
4,324,7.000,10.000
5,324,10.000,13.000
6,324,13.000,20.000
7,324,20.000,27.000
8,324,27.000,59.000
9,324,59.000,172.000
0,398,0,0
1,398,0,7.000
2,398,7.000,14.000
3,398,14.000,21.000
4,398,21.000,22.000
5,398,22.000,26.000
6,398,26.000,31.000
7,398,31.000,199.000
8,398,199.000,371.000
9,398,371.000,950.000
0,399,3.000,6.000
1,399,6.000,8.000
2,399,8.000,9.000
3,399,9.000,10.000
4,399,10.000,10.000
5,399,10.000,13.000
6,399,13.000,23.000
7,399,23.000,31.000
8,399,31.000,47.000
9,399,47.000,1.572.000
0,402,7.000,14.000
1,402,14.000,20.000
2,402,20.000,22.000
3,402,22.000,25.000
4,402,25.000,29.000
5,402,29.000,32.000
6,402,32.000,38.000
7,402,38.000,60.000
8,402,60.000,113.000
9,402,113.000,396.000
0,404,16.000,18.000
1,404,18.000,25.000
2,404,25.000,26.000
3,404,26.000,31.000
4,404,31.000,34.000
5,404,34.000,45.000
6,404,45.000,52.000
7,404,52.000,136.000
8,404,136.000,252.000
9,404,252.000,912.000
0,406,0,15.000
1,406,15.000,20.000
2,406,20.000,25.000
3,406,25.000,29.000
4,406,29.000,34.000
5,406,34.000,40.000
6,406,40.000,52.000
7,406,52.000,68.000
8,406,68.000,115.000
9,406,115.000,2.056.000
0,408,10.000,41.000
1,408,41.000,49.000
2,408,49.000,92.000
3,408,92.000,103.000
4,408,103.000,120.000
5,408,120.000,192.000
6,408,192.000,202.000
7,408,202.000,263.000
8,408,263.000,329.000
9,408,329.000,1.064.000
0,410,23.000,23.000
0,412,3.000,9.000
1,412,9.000,10.000
2,412,10.000,17.000
3,412,17.000,22.000
4,412,22.000,27.000
5,412,27.000,31.000
6,412,31.000,44.000
7,412,44.000,60.000
8,412,60.000,147.000
9,412,147.000,289.000
0,414,5.000,10.000
1,414,10.000,14.000
2,414,14.000,20.000
3,414,20.000,25.000
4,414,25.000,32.000
5,414,32.000,40.000
6,414,40.000,55.000
7,414,55.000,93.000
8,414,93.000,159.000
9,414,159.000,403.000
0,416,0,19.000
1,416,19.000,27.000
2,416,27.000,39.000
3,416,39.000,53.000
4,416,53.000,74.000
5,416,74.000,97.000
6,416,97.000,118.000
7,416,118.000,136.000
8,416,136.000,176.000
9,416,176.000,1.101.000
0,418,0,12.000
1,418,12.000,17.000
2,418,17.000,19.000
3,418,19.000,22.000
4,418,22.000,29.000
5,418,29.000,43.000
6,418,43.000,51.000
7,418,51.000,97.000
8,418,97.000,164.000
9,418,164.000,3.794.000
0,419,3.000,22.000
1,419,22.000,35.000
2,419,35.000,38.000
3,419,38.000,47.000
4,419,47.000,66.000
5,419,66.000,83.000
6,419,83.000,106.000
7,419,106.000,122.000
8,419,122.000,157.000
9,419,157.000,911.000
0,420,0,19.000
1,420,19.000,22.000
2,420,22.000,24.000
3,420,24.000,26.000
4,420,26.000,29.000
5,420,29.000,32.000
6,420,32.000,35.000
7,420,35.000,39.000
8,420,39.000,48.000
9,420,48.000,300.000
0,499,5.000,6.000
1,499,6.000,11.000
2,499,11.000,22.000
3,499,22.000,25.000
4,499,25.000,35.000
5,499,35.000,43.000
6,499,43.000,56.000
7,499,56.000,57.000
8,499,57.000,65.000
9,499,65.000,68.000
0,501,2.000,14.000
1,501,14.000,16.000
2,501,16.000,17.000
3,501,17.000,18.000
4,501,18.000,19.000
5,501,19.000,19.000
6,501,19.000,20.000
7,501,20.000,22.000
8,501,22.000,24.000
9,501,24.000,351.000
0,502,351.000,13.000
1,502,13.000,15.000
2,502,15.000,16.000
3,502,16.000,17.000
4,502,17.000,18.000
5,502,18.000,19.000
6,502,19.000,21.000
7,502,21.000,23.000
8,502,23.000,28.000
9,502,28.000,386.000
0,503,386.000,14.000
1,503,14.000,15.000
2,503,15.000,16.000
3,503,16.000,17.000
4,503,17.000,18.000
5,503,18.000,18.000
6,503,18.000,20.000
7,503,20.000,21.000
8,503,21.000,23.000
9,503,23.000,117.000
0,504,0,103.000
1,504,103.000,161.000
2,504,161.000,265.000
3,504,265.000,524.000
4,504,524.000,946.000
5,504,946.000,1.668.000
6,504,1.668.000,2.431.000
7,504,2.431.000,3.516.000
8,504,3.516.000,5.025.000
9,504,5.025.000,22.650.000
0,505,2.000,13.000
1,505,13.000,15.000
2,505,15.000,16.000
3,505,16.000,16.000
4,505,16.000,17.000
5,505,17.000,19.000
6,505,19.000,20.000
7,505,20.000,22.000
8,505,22.000,26.000
9,505,26.000,1.040.000
0,506,5.000,19.000
1,506,19.000,36.000
2,506,36.000,53.000
3,506,53.000,82.000
4,506,82.000,115.000
5,506,115.000,150.000
6,506,150.000,282.000
7,506,282.000,541.000
8,506,541.000,1.133.000
9,506,1.133.000,8.114.000
0,508,20.000,55.000
1,508,55.000,66.000
2,508,66.000,77.000
3,508,77.000,86.000
4,508,86.000,91.000
5,508,91.000,97.000
6,508,97.000,104.000
7,508,104.000,113.000
8,508,113.000,133.000
9,508,133.000,182.000
0,510,0,1.000
1,510,1.000,2.000
2,510,2.000,2.000
3,510,2.000,3.000
4,510,3.000,4.000
5,510,4.000,5.000
6,510,5.000,8.000
7,510,8.000,14.000
8,510,14.000,23.000
9,510,23.000,264.000
0,512,3.000,26.000
1,512,26.000,38.000
2,512,38.000,54.000
3,512,54.000,77.000
4,512,77.000,98.000
5,512,98.000,112.000
6,512,112.000,132.000
7,512,132.000,177.000
8,512,177.000,232.000
9,512,232.000,1.044.000
0,513,7.000,8.000
1,513,8.000,8.000
2,513,8.000,9.000
3,513,9.000,10.000
4,513,10.000,11.000
5,513,11.000,12.000
6,513,12.000,13.000
7,513,13.000,13.000
8,513,13.000,17.000
9,513,17.000,708.000
0,514,9.000,33.000
1,514,33.000,50.000
2,514,50.000,66.000
3,514,66.000,79.000
4,514,79.000,93.000
5,514,93.000,105.000
6,514,105.000,128.000
7,514,128.000,148.000
8,514,148.000,187.000
9,514,187.000,1.425.000
0,515,107.000,107.000
5,515,107.000,1.293.000
0,516,13.000,19.000
1,516,19.000,24.000
2,516,24.000,24.000
3,516,24.000,28.000
4,516,28.000,30.000
5,516,30.000,41.000
6,516,41.000,43.000
7,516,43.000,50.000
8,516,50.000,70.000
9,516,70.000,89.000
0,518,0,14.000
1,518,14.000,21.000
2,518,21.000,26.000
3,518,26.000,32.000
4,518,32.000,40.000
5,518,40.000,51.000
6,518,51.000,68.000
7,518,68.000,97.000
8,518,97.000,159.000
9,518,159.000,8.500.000
0,520,1.000,2.000
1,520,2.000,2.000
2,520,2.000,3.000
3,520,3.000,4.000
4,520,4.000,12.000
5,520,12.000,16.000
6,520,16.000,19.000
7,520,19.000,43.000
8,520,43.000,67.000
9,520,67.000,157.000
0,521,157.000,3.000
1,521,3.000,3.000
2,521,3.000,3.000
3,521,3.000,4.000
4,521,4.000,4.000
5,521,4.000,4.000
6,521,4.000,5.000
7,521,5.000,6.000
8,521,6.000,8.000
9,521,8.000,103.000
0,522,32.000,32.000
1,522,32.000,38.000
2,522,38.000,40.000
4,522,40.000,41.000
5,522,41.000,78.000
7,522,78.000,82.000
8,522,82.000,113.000
0,523,2.000,3.000
1,523,3.000,3.000
2,523,3.000,3.000
3,523,3.000,4.000
4,523,4.000,4.000
5,523,4.000,4.000
6,523,4.000,4.000
7,523,4.000,5.000
8,523,5.000,10.000
9,523,10.000,64.000
0,524,0,15.000
1,524,15.000,25.000
2,524,25.000,33.000
3,524,33.000,41.000
4,524,41.000,55.000
5,524,55.000,75.000
6,524,75.000,103.000
7,524,103.000,135.000
8,524,135.000,194.000
9,524,194.000,2.512.000
0,525,2.000,3.000
1,525,3.000,3.000
2,525,3.000,3.000
3,525,3.000,4.000
4,525,4.000,4.000
5,525,4.000,4.000
6,525,4.000,4.000
7,525,4.000,4.000
8,525,4.000,5.000
9,525,5.000,154.000
0,526,2.000,2.000
5,526,2.000,3.000
0,599,13.000,17.000
1,599,17.000,19.000
2,599,19.000,29.000
3,599,29.000,53.000
4,599,53.000,56.000
5,599,56.000,80.000
6,599,80.000,109.000
7,599,109.000,127.000
8,599,127.000,158.000
9,599,158.000,225.000
0,604,0,50.000
1,604,50.000,70.000
2,604,70.000,87.000
3,604,87.000,101.000
4,604,101.000,113.000
5,604,113.000,124.000
6,604,124.000,140.000
7,604,140.000,170.000
8,604,170.000,251.000
9,604,251.000,1.800.000
0,605,0,58.000
1,605,58.000,59.000
2,605,59.000,84.000
3,605,84.000,96.000
4,605,96.000,97.000
5,605,97.000,98.000
6,605,98.000,161.000
7,605,161.000,207.000
8,605,207.000,285.000
9,605,285.000,5.064.000
0,606,25.000,25.000
1,606,25.000,36.000
2,606,36.000,40.000
3,606,40.000,59.000
4,606,59.000,62.000
5,606,62.000,71.000
6,606,71.000,97.000
7,606,97.000,176.000
8,606,176.000,239.000
0,608,0,8.000
1,608,8.000,11.000
2,608,11.000,13.000
3,608,13.000,16.000
4,608,16.000,18.000
5,608,18.000,20.000
6,608,20.000,24.000
7,608,24.000,27.000
8,608,27.000,34.000
9,608,34.000,213.000
0,610,4.000,18.000
1,610,18.000,40.000
2,610,40.000,56.000
3,610,56.000,79.000
4,610,79.000,96.000
5,610,96.000,111.000
6,610,111.000,135.000
7,610,135.000,176.000
8,610,176.000,265.000
9,610,265.000,1.345.000
0,611,4.000,20.000
1,611,20.000,30.000
2,611,30.000,52.000
3,611,52.000,98.000
4,611,98.000,150.000
5,611,150.000,169.000
6,611,169.000,180.000
7,611,180.000,229.000
8,611,229.000,294.000
9,611,294.000,897.000
0,612,13.000,18.000
1,612,18.000,33.000
2,612,33.000,41.000
3,612,41.000,49.000
4,612,49.000,53.000
5,612,53.000,59.000
6,612,59.000,67.000
7,612,67.000,127.000
8,612,127.000,279.000
9,612,279.000,1.622.000
0,613,1.000,5.000
1,613,5.000,7.000
2,613,7.000,8.000
3,613,8.000,9.000
4,613,9.000,11.000
5,613,11.000,15.000
6,613,15.000,22.000
7,613,22.000,34.000
8,613,34.000,68.000
9,613,68.000,2.000.000
0,614,0,27.000
1,614,27.000,44.000
2,614,44.000,55.000
3,614,55.000,67.000
4,614,67.000,78.000
5,614,78.000,95.000
6,614,95.000,118.000
7,614,118.000,149.000
8,614,149.000,224.000
9,614,224.000,11.915.000
0,615,116.000,116.000
1,615,116.000,142.000
2,615,142.000,143.000
3,615,143.000,339.000
4,615,339.000,558.000
5,615,558.000,614.000
6,615,614.000,632.000
7,615,632.000,1.171.000
8,615,1.171.000,1.243.000
0,616,0,42.000
1,616,42.000,56.000
2,616,56.000,93.000
3,616,93.000,121.000
4,616,121.000,191.000
5,616,191.000,357.000
6,616,357.000,480.000
7,616,480.000,619.000
8,616,619.000,873.000
9,616,873.000,1.914.000
0,618,7.000,15.000
1,618,15.000,18.000
2,618,18.000,20.000
3,618,20.000,22.000
4,618,22.000,24.000
5,618,24.000,27.000
6,618,27.000,36.000
7,618,36.000,56.000
8,618,56.000,109.000
9,618,109.000,458.000
0,619,2.000,3.000
1,619,3.000,3.000
2,619,3.000,3.000
3,619,3.000,4.000
4,619,4.000,4.000
5,619,4.000,4.000
6,619,4.000,16.000
7,619,16.000,20.000
8,619,20.000,25.000
9,619,25.000,66.000
0,620,0,3.000
1,620,3.000,4.000
2,620,4.000,6.000
3,620,6.000,9.000
4,620,9.000,14.000
5,620,14.000,17.000
6,620,17.000,19.000
7,620,19.000,22.000
8,620,22.000,29.000
9,620,29.000,399.000
0,622,1.000,22.000
1,622,22.000,32.000
2,622,32.000,42.000
3,622,42.000,50.000
4,622,50.000,59.000
5,622,59.000,69.000
6,622,69.000,84.000
7,622,84.000,110.000
8,622,110.000,145.000
9,622,145.000,676.000
0,624,3.000,7.000
1,624,7.000,10.000
2,624,10.000,11.000
3,624,11.000,13.000
4,624,13.000,14.000
5,624,14.000,16.000
6,624,16.000,18.000
7,624,18.000,21.000
8,624,21.000,25.000
9,624,25.000,461.000
0,626,10.000,39.000
1,626,39.000,41.000
2,626,41.000,45.000
3,626,45.000,52.000
4,626,52.000,55.000
5,626,55.000,62.000
6,626,62.000,64.000
7,626,64.000,78.000
8,626,78.000,166.000
9,626,166.000,258.000
0,650,0,81.000
1,650,81.000,141.000
2,650,141.000,265.000
3,650,265.000,561.000
4,650,561.000,754.000
5,650,754.000,1.018.000
6,650,1.018.000,1.313.000
7,650,1.313.000,1.622.000
8,650,1.622.000,1.941.000
9,650,1.941.000,7.322.000
0,651,7.322.000,35.000
1,651,35.000,42.000
2,651,42.000,83.000
3,651,83.000,106.000
4,651,106.000,232.000
5,651,232.000,378.000
6,651,378.000,1.030.000
7,651,1.030.000,1.370.000
8,651,1.370.000,1.493.000
9,651,1.493.000,3.567.000
0,652,3.567.000,21.000
1,652,21.000,54.000
2,652,54.000,86.000
3,652,86.000,131.000
4,652,131.000,211.000
5,652,211.000,358.000
6,652,358.000,673.000
7,652,673.000,1.063.000
8,652,1.063.000,1.761.000
9,652,1.761.000,16.531.000
0,699,0,5.000
1,699,5.000,9.000
2,699,9.000,13.000
3,699,13.000,18.000
4,699,18.000,23.000
5,699,23.000,30.000
6,699,30.000,36.000
7,699,36.000,70.000
8,699,70.000,160.000
9,699,160.000,3.184.000
0,702,2.000,15.000
1,702,15.000,20.000
2,702,20.000,23.000
3,702,23.000,26.000
4,702,26.000,31.000
5,702,31.000,34.000
6,702,34.000,38.000
7,702,38.000,47.000
8,702,47.000,57.000
9,702,57.000,714.000
0,703,2.000,12.000
1,703,12.000,21.000
2,703,21.000,27.000
3,703,27.000,30.000
4,703,30.000,32.000
5,703,32.000,35.000
6,703,35.000,39.000
7,703,39.000,47.000
8,703,47.000,84.000
9,703,84.000,440.000
0,704,5.000,18.000
1,704,18.000,21.000
2,704,21.000,23.000
3,704,23.000,27.000
4,704,27.000,29.000
5,704,29.000,32.000
6,704,32.000,34.000
7,704,34.000,39.000
8,704,39.000,57.000
9,704,57.000,224.000
0,706,13.000,13.000
3,706,13.000,18.000
6,706,18.000,25.000
0,710,12.000,23.000
1,710,23.000,24.000
2,710,24.000,29.000
3,710,29.000,37.000
4,710,37.000,44.000
5,710,44.000,49.000
6,710,49.000,115.000
7,710,115.000,129.000
8,710,129.000,185.000
9,710,185.000,450.000
0,712,4.000,10.000
1,712,10.000,14.000
2,712,14.000,16.000
3,712,16.000,20.000
4,712,20.000,23.000
5,712,23.000,26.000
6,712,26.000,31.000
7,712,31.000,37.000
8,712,37.000,53.000
9,712,53.000,146.000
0,714,0,10.000
1,714,10.000,13.000
2,714,13.000,16.000
3,714,16.000,19.000
4,714,19.000,23.000
5,714,23.000,28.000
6,714,28.000,35.000
7,714,35.000,43.000
8,714,43.000,59.000
9,714,59.000,2.228.000
0,732,11.000,15.000
1,732,15.000,17.000
2,732,17.000,30.000
3,732,30.000,34.000
4,732,34.000,39.000
5,732,39.000,41.000
6,732,41.000,46.000
7,732,46.000,51.000
8,732,51.000,59.000
9,732,59.000,176.000
0,734,5.000,15.000
1,734,15.000,20.000
2,734,20.000,21.000
3,734,21.000,24.000
4,734,24.000,27.000
5,734,27.000,30.000
6,734,30.000,37.000
7,734,37.000,44.000
8,734,44.000,59.000
9,734,59.000,139.000
0,736,4.000,10.000
1,736,10.000,14.000
2,736,14.000,17.000
3,736,17.000,22.000
4,736,22.000,25.000
5,736,25.000,31.000
6,736,31.000,36.000
7,736,36.000,43.000
8,736,43.000,56.000
9,736,56.000,522.000
0,738,5.000,14.000
1,738,14.000,19.000
2,738,19.000,23.000
3,738,23.000,31.000
4,738,31.000,39.000
5,738,39.000,45.000
6,738,45.000,57.000
7,738,57.000,68.000
8,738,68.000,88.000
9,738,88.000,1.348.000
0,752,3.000,9.000
1,752,9.000,11.000
2,752,11.000,12.000
3,752,12.000,13.000
4,752,13.000,15.000
5,752,15.000,19.000
6,752,19.000,24.000
7,752,24.000,30.000
8,752,30.000,45.000
9,752,45.000,721.000
0,754,1.000,8.000
1,754,8.000,16.000
2,754,16.000,26.000
3,754,26.000,30.000
4,754,30.000,36.000
5,754,36.000,57.000
6,754,57.000,61.000
7,754,61.000,78.000
8,754,78.000,149.000
9,754,149.000,286.000
0,756,2.000,14.000
1,756,14.000,19.000
2,756,19.000,21.000
3,756,21.000,24.000
4,756,24.000,28.000
5,756,28.000,35.000
6,756,35.000,44.000
7,756,44.000,56.000
8,756,56.000,73.000
9,756,73.000,560.000
0,758,0,15.000
1,758,15.000,19.000
2,758,19.000,21.000
3,758,21.000,22.000
4,758,22.000,22.000
5,758,22.000,23.000
6,758,23.000,24.000
7,758,24.000,27.000
8,758,27.000,37.000
9,758,37.000,218.000
0,760,6.000,6.000
1,760,6.000,10.000
2,760,10.000,11.000
3,760,11.000,14.000
5,760,14.000,31.000
6,760,31.000,76.000
7,760,76.000,230.000
8,760,230.000,389.000
0,762,2.000,10.000
1,762,10.000,12.000
2,762,12.000,14.000
3,762,14.000,16.000
4,762,16.000,18.000
5,762,18.000,21.000
6,762,21.000,23.000
7,762,23.000,27.000
8,762,27.000,32.000
9,762,32.000,251.000
0,764,17.000,17.000
1,764,17.000,21.000
2,764,21.000,21.000
3,764,21.000,32.000
5,764,32.000,38.000
6,764,38.000,41.000
7,764,41.000,51.000
8,764,51.000,88.000
0,766,0,9.000
1,766,9.000,13.000
2,766,13.000,16.000
3,766,16.000,19.000
4,766,19.000,22.000
5,766,22.000,27.000
6,766,27.000,34.000
7,766,34.000,44.000
8,766,44.000,65.000
9,766,65.000,1.488.000
0,772,0,12.000
1,772,12.000,16.000
2,772,16.000,18.000
3,772,18.000,20.000
4,772,20.000,22.000
5,772,22.000,24.000
6,772,24.000,27.000
7,772,27.000,30.000
8,772,30.000,45.000
9,772,45.000,338.000
0,774,20.000,20.000
1,774,20.000,21.000
3,774,21.000,29.000
5,774,29.000,30.000
6,774,30.000,42.000
8,774,42.000,42.000
0,776,1.000,8.000
1,776,8.000,9.000
2,776,9.000,11.000
3,776,11.000,13.000
4,776,13.000,14.000
5,776,14.000,15.000
6,776,15.000,18.000
7,776,18.000,23.000
8,776,23.000,29.000
9,776,29.000,53.000
0,778,4.000,8.000
1,778,8.000,10.000
2,778,10.000,13.000
3,778,13.000,15.000
4,778,15.000,17.000
5,778,17.000,19.000
6,778,19.000,22.000
7,778,22.000,28.000
8,778,28.000,43.000
9,778,43.000,281.000
0,780,35.000,35.000
5,780,35.000,53.000
0,802,0,35.000
1,802,35.000,55.000
2,802,55.000,99.000
3,802,99.000,148.000
4,802,148.000,191.000
5,802,191.000,283.000
6,802,283.000,402.000
7,802,402.000,507.000
8,802,507.000,766.000
9,802,766.000,6.942.000
0,804,1.000,27.000
1,804,27.000,48.000
2,804,48.000,58.000
3,804,58.000,103.000
4,804,103.000,140.000
5,804,140.000,192.000
6,804,192.000,225.000
7,804,225.000,347.000
8,804,347.000,525.000
9,804,525.000,1.855.000
0,806,14.000,16.000
1,806,16.000,29.000
2,806,29.000,31.000
3,806,31.000,38.000
4,806,38.000,45.000
5,806,45.000,50.000
6,806,50.000,81.000
7,806,81.000,96.000
8,806,96.000,194.000
9,806,194.000,257.000
0,808,1.000,8.000
1,808,8.000,10.000
2,808,10.000,13.000
3,808,13.000,15.000
4,808,15.000,18.000
5,808,18.000,21.000
6,808,21.000,25.000
7,808,25.000,32.000
8,808,32.000,47.000
9,808,47.000,1.425.000
0,812,0,7.000
1,812,7.000,10.000
2,812,10.000,14.000
3,812,14.000,21.000
4,812,21.000,31.000
5,812,31.000,42.000
6,812,42.000,56.000
7,812,56.000,83.000
8,812,83.000,198.000
9,812,198.000,2.547.000
0,814,6.000,10.000
1,814,10.000,16.000
2,814,16.000,37.000
3,814,37.000,59.000
4,814,59.000,98.000
5,814,98.000,146.000
6,814,146.000,160.000
7,814,160.000,189.000
8,814,189.000,690.000
9,814,690.000,3.536.000
0,816,4.000,9.000
1,816,9.000,12.000
2,816,12.000,17.000
3,816,17.000,25.000
4,816,25.000,38.000
5,816,38.000,55.000
6,816,55.000,75.000
7,816,75.000,128.000
8,816,128.000,281.000
9,816,281.000,2.266.000
0,818,25.000,32.000
1,818,32.000,69.000
2,818,69.000,107.000
3,818,107.000,114.000
4,818,114.000,128.000
5,818,128.000,149.000
6,818,149.000,199.000
7,818,199.000,268.000
8,818,268.000,419.000
9,818,419.000,1.135.000
0,820,10.000,28.000
1,820,28.000,47.000
2,820,47.000,53.000
3,820,53.000,63.000
4,820,63.000,73.000
5,820,73.000,83.000
6,820,83.000,95.000
7,820,95.000,126.000
8,820,126.000,177.000
9,820,177.000,1.270.000
0,822,3.000,26.000
1,822,26.000,42.000
2,822,42.000,50.000
3,822,50.000,60.000
4,822,60.000,70.000
5,822,70.000,81.000
6,822,81.000,93.000
7,822,93.000,108.000
8,822,108.000,156.000
9,822,156.000,2.100.000
0,824,8.000,26.000
1,824,26.000,47.000
2,824,47.000,71.000
3,824,71.000,88.000
4,824,88.000,113.000
5,824,113.000,146.000
6,824,146.000,169.000
7,824,169.000,210.000
8,824,210.000,310.000
9,824,310.000,1.070.000
0,826,0,15.000
1,826,15.000,25.000
2,826,25.000,43.000
3,826,43.000,74.000
4,826,74.000,124.000
5,826,124.000,204.000
6,826,204.000,267.000
7,826,267.000,351.000
8,826,351.000,505.000
9,826,505.000,5.725.000
0,828,9.000,14.000
1,828,14.000,20.000
2,828,20.000,27.000
3,828,27.000,39.000
4,828,39.000,52.000
5,828,52.000,67.000
6,828,67.000,69.000
7,828,69.000,93.000
8,828,93.000,111.000
9,828,111.000,710.000
0,830,0,13.000
1,830,13.000,20.000
2,830,20.000,26.000
3,830,26.000,32.000
4,830,32.000,41.000
5,830,41.000,56.000
6,830,56.000,91.000
7,830,91.000,145.000
8,830,145.000,314.000
9,830,314.000,2.936.000
0,832,0,12.000
1,832,12.000,15.000
2,832,15.000,24.000
3,832,24.000,35.000
4,832,35.000,44.000
5,832,44.000,55.000
6,832,55.000,82.000
7,832,82.000,147.000
8,832,147.000,206.000
9,832,206.000,2.261.000
0,834,0,8.000
1,834,8.000,12.000
2,834,12.000,15.000
3,834,15.000,20.000
4,834,20.000,25.000
5,834,25.000,32.000
6,834,32.000,39.000
7,834,39.000,50.000
8,834,50.000,71.000
9,834,71.000,18.754.000
0,835,18.754.000,70.000
1,835,70.000,92.000
2,835,92.000,110.000
3,835,110.000,127.000
4,835,127.000,147.000
5,835,147.000,199.000
6,835,199.000,332.000
7,835,332.000,398.000
8,835,398.000,477.000
9,835,477.000,2.100.000
0,836,2.000,9.000
1,836,9.000,15.000
2,836,15.000,27.000
3,836,27.000,33.000
4,836,33.000,39.000
5,836,39.000,52.000
6,836,52.000,69.000
7,836,69.000,90.000
8,836,90.000,265.000
9,836,265.000,1.700.000
0,838,23.000,37.000
1,838,37.000,86.000
2,838,86.000,99.000
3,838,99.000,104.000
4,838,104.000,106.000
5,838,106.000,125.000
6,838,125.000,148.000
7,838,148.000,156.000
8,838,156.000,396.000
9,838,396.000,1.290.000
0,840,1.000,15.000
1,840,15.000,17.000
2,840,17.000,19.000
3,840,19.000,20.000
4,840,20.000,22.000
5,840,22.000,23.000
6,840,23.000,25.000
7,840,25.000,28.000
8,840,28.000,33.000
9,840,33.000,2.458.000
0,841,0,13.000
1,841,13.000,17.000
2,841,17.000,18.000
3,841,18.000,19.000
4,841,19.000,21.000
5,841,21.000,24.000
6,841,24.000,29.000
7,841,29.000,41.000
8,841,41.000,95.000
9,841,95.000,5.729.000
0,842,0,10.000
1,842,10.000,14.000
2,842,14.000,17.000
3,842,17.000,22.000
4,842,22.000,27.000
5,842,27.000,35.000
6,842,35.000,45.000
